python_tag,benchmark,class,mode,threads,rep,returncode,timed_out,verification,npb_seconds,mops,wall_seconds,python_version,node,slurm_job_id,slurm_array_task_id,raw_log
3.13t,EP,S,2,1,2,0,False,SUCCESSFUL,36.65,0.92,50.786205768585205,"3.13.13 experimental free-threading build (main, May 25 2026, 19:13:05) [GCC 10.1.0]",ilk-195,7256569,2,/mnt/netapp2/Store_uni/home/ulc/cursos/curso380/omp4py_TFM/results/20260531_202503_versions_nopin/raw/py313t__EP__S__m2__t01__r02.txt
3.13t,EP,S,2,1,3,0,False,SUCCESSFUL,36.6,0.92,50.691447257995605,"3.13.13 experimental free-threading build (main, May 25 2026, 19:13:05) [GCC 10.1.0]",ilk-195,7256569,2,/mnt/netapp2/Store_uni/home/ulc/cursos/curso380/omp4py_TFM/results/20260531_202503_versions_nopin/raw/py313t__EP__S__m2__t01__r03.txt
3.13t,EP,S,2,1,4,0,False,SUCCESSFUL,36.78,0.91,51.060261726379395,"3.13.13 experimental free-threading build (main, May 25 2026, 19:13:05) [GCC 10.1.0]",ilk-195,7256569,2,/mnt/netapp2/Store_uni/home/ulc/cursos/curso380/omp4py_TFM/results/20260531_202503_versions_nopin/raw/py313t__EP__S__m2__t01__r04.txt
3.13t,EP,S,2,1,5,0,False,SUCCESSFUL,36.63,0.92,50.742005586624146,"3.13.13 experimental free-threading build (main, May 25 2026, 19:13:05) [GCC 10.1.0]",ilk-195,7256569,2,/mnt/netapp2/Store_uni/home/ulc/cursos/curso380/omp4py_TFM/results/20260531_202503_versions_nopin/raw/py313t__EP__S__m2__t01__r05.txt
3.13t,EP,S,2,4,1,0,False,SUCCESSFUL,9.37,3.58,23.452726125717163,"3.13.13 experimental free-threading build (main, May 25 2026, 19:13:05) [GCC 10.1.0]",ilk-195,7256569,2,/mnt/netapp2/Store_uni/home/ulc/cursos/curso380/omp4py_TFM/results/20260531_202503_versions_nopin/raw/py313t__EP__S__m2__t04__r01.txt
3.13t,EP,S,2,4,2,0,False,SUCCESSFUL,9.35,3.59,23.52228355407715,"3.13.13 experimental free-threading build (main, May 25 2026, 19:13:05) [GCC 10.1.0]",ilk-195,7256569,2,/mnt/netapp2/Store_uni/home/ulc/cursos/curso380/omp4py_TFM/results/20260531_202503_versions_nopin/raw/py313t__EP__S__m2__t04__r02.txt
3.13t,EP,S,2,4,3,0,False,SUCCESSFUL,9.27,3.62,23.35277771949768,"3.13.13 experimental free-threading build (main, May 25 2026, 19:13:05) [GCC 10.1.0]",ilk-195,7256569,2,/mnt/netapp2/Store_uni/home/ulc/cursos/curso380/omp4py_TFM/results/20260531_202503_versions_nopin/raw/py313t__EP__S__m2__t04__r03.txt
3.13t,EP,S,2,4,4,0,False,SUCCESSFUL,9.43,3.56,23.50766134262085,"3.13.13 experimental free-threading build (main, May 25 2026, 19:13:05) [GCC 10.1.0]",ilk-195,7256569,2,/mnt/netapp2/Store_uni/home/ulc/cursos/curso380/omp4py_TFM/results/20260531_202503_versions_nopin/raw/py313t__EP__S__m2__t04__r04.txt
3.13t,EP,S,2,4,5,0,False,SUCCESSFUL,9.28,3.62,23.455772876739502,"3.13.13 experimental free-threading build (main, May 25 2026, 19:13:05) [GCC 10.1.0]",ilk-195,7256569,2,/mnt/netapp2/Store_uni/home/ulc/cursos/curso380/omp4py_TFM/results/20260531_202503_versions_nopin/raw/py313t__EP__S__m2__t04__r05.txt
3.13t,EP,S,2,16,1,0,False,SUCCESSFUL,2.49,13.49,16.59456491470337,"3.13.13 experimental free-threading build (main, May 25 2026, 19:13:05) [GCC 10.1.0]",ilk-195,7256569,2,/mnt/netapp2/Store_uni/home/ulc/cursos/curso380/omp4py_TFM/results/20260531_202503_versions_nopin/raw/py313t__EP__S__m2__t16__r01.txt
